Loan_ID,Loan_Type,Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Loan_Status,ApplicantIncome_LKR,CoapplicantIncome_LKR,LoanAmount_LKR,Property_Region_SL,Employment_Sector,CRIB_Clearance
LP0438,Housing Loan,Female,Yes,0,Not Graduate,Yes,120,Y,118620,158180,4250000,Nuwara Eliya,Private Sector,Low Risk
LP0439,Housing Loan,Male,No,3+,Not Graduate,Yes,120,Y,230600,111760,3570000,Galle,Private Sector,Low Risk
LP0440,Personal Loan,Male,No,2,Graduate,Yes,48,Y,257600,40460,1380000,Badulla,Informal/Self-Employed,Very Low Risk
LP0441,Housing Loan,Male,No,0,Graduate,Yes,48,Y,134860,99320,1910000,Hambantota,Private Sector,Very Low Risk
LP0442,Vehicle Lease,Female,Yes,1,Not Graduate,No,60,N,160840,117820,2520000,Ratnapura,Government,Average Risk
LP0443,Housing Loan,Male,No,3+,Not Graduate,No,120,Y,168720,21600,3580000,Nuwara Eliya,Private Sector,Very Low Risk
LP0444,Vehicle Lease,Female,Yes,2,Not Graduate,No,60,Y,208120,100720,2760000,Jaffna,Private Sector,Very Low Risk
LP0445,Housing Loan,Female,Yes,2,Graduate,No,120,N,112920,51260,4920000,Hambantota,Private Sector,Very High Risk
LP0446,Housing Loan,Male,Yes,0,Not Graduate,Yes,120,Y,270920,65840,3830000,Galle,Informal/Self-Employed,Average Risk
LP0447,Business/SME Loan,Male,Yes,3+,Graduate,Yes,60,Y,282220,71720,2710000,Polonnaruwa,Government,Average Risk
LP0448,Personal Loan,Female,No,3+,Not Graduate,Yes,24,N,291520,88620,900000,Galle,Government,Low Risk
LP0449,Vehicle Lease,Male,No,1,Not Graduate,No,60,Y,32800,136820,2450000,Gampaha,Private Sector,Very Low Risk
LP0450,Personal Loan,Female,Yes,3+,Graduate,Yes,48,Y,285140,132860,1170000,Gampaha,Private Sector,Very Low Risk
LP0451,Housing Loan,Female,Yes,3+,Not Graduate,Yes,120,Y,127640,79180,3130000,Ratnapura,Private Sector,Low Risk
LP0452,Personal Loan,Female,No,0,Graduate,No,12,N,150240,3220,510000,Kalutara,Government,Low Risk
LP0453,Housing Loan,Female,Yes,3+,Graduate,Yes,120,Y,49260,11860,4100000,Galle,Informal/Self-Employed,Very Low Risk
LP0454,Business/SME Loan,Female,No,2,Not Graduate,Yes,48,Y,173020,67800,1740000,Kandy,Private Sector,Average Risk
LP0455,Business/SME Loan,Male,Yes,0,Graduate,Yes,48,N,201280,119940,1590000,Ratnapura,Government,Very Low Risk
LP0456,Vehicle Lease,Male,Yes,0,Graduate,Yes,48,Y,266540,127080,1350000,Mullaitivu,Private Sector,Low Risk
LP0457,Housing Loan,Female,No,1,Not Graduate,Yes,120,Y,244660,13260,4740000,Gampaha,Private Sector,Very Low Risk
LP0458,Business/SME Loan,Female,Yes,3+,Graduate,Yes,36,Y,102200,186480,1690000,Trincomalee,Private Sector,Low Risk
LP0459,Business/SME Loan,Male,No,1,Graduate,Yes,48,Y,227680,10820,1760000,Matara,Government,Very Low Risk
LP0460,Housing Loan,Male,Yes,2,Graduate,No,120,Y,167880,108660,3040000,Gampaha,Government,Very Low Risk
LP0461,Vehicle Lease,Female,Yes,0,Not Graduate,No,60,N,299340,101860,2320000,Ampara,Government,Very Low Risk
LP0462,Personal Loan,Male,Yes,0,Graduate,No,12,N,176220,17340,650000,Trincomalee,Private Sector,Very High Risk
LP0463,Personal Loan,Female,No,0,Not Graduate,Yes,48,Y,32100,172460,1110000,Mannar,Informal/Self-Employed,Low Risk
LP0464,Housing Loan,Male,Yes,2,Not Graduate,No,120,Y,140780,109380,4180000,Matara,Government,Low Risk
LP0465,Housing Loan,Female,Yes,2,Graduate,Yes,120,Y,227460,125120,4810000,Kalutara,Government,Average Risk
LP0466,Business/SME Loan,Male,Yes,1,Graduate,Yes,60,Y,275780,187960,2070000,Vavuniya,Government,Very Low Risk
LP0467,Housing Loan,Female,Yes,1,Graduate,No,120,N,274160,23380,3170000,Vavuniya,Government,Very Low Risk
LP0468,Personal Loan,Male,No,1,Not Graduate,Yes,24,N,246560,16600,840000,Kalutara,Private Sector,Very High Risk
LP0469,Housing Loan,Male,No,3+,Graduate,Yes,120,Y,165740,33020,3160000,Polonnaruwa,Private Sector,Very Low Risk
LP0470,Personal Loan,Female,Yes,0,Graduate,No,36,Y,72740,22720,1130000,Puttalam,Private Sector,Average Risk
LP0471,Personal Loan,Male,No,0,Graduate,No,24,Y,262160,56200,990000,Batticaloa,Government,Very Low Risk
LP0472,Housing Loan,Female,Yes,1,Graduate,No,120,Y,118900,173340,3040000,Matale,Private Sector,Average Risk
LP0473,Business/SME Loan,Male,Yes,0,Graduate,Yes,36,Y,100600,190360,1980000,Ampara,Private Sector,Very Low Risk
LP0474,Housing Loan,Female,Yes,1,Not Graduate,No,120,Y,55720,20380,3740000,Anuradhapura,Private Sector,Average Risk
LP0475,Housing Loan,Male,No,3+,Not Graduate,No,120,Y,257420,104740,3530000,Nuwara Eliya,Government,Low Risk
LP0476,Housing Loan,Female,No,3+,Graduate,Yes,120,Y,297000,25660,3250000,Ampara,Private Sector,Average Risk
LP0477,Housing Loan,Male,No,2,Graduate,No,120,Y,171040,13180,4060000,Badulla,Private Sector,Very Low Risk
LP0478,Personal Loan,Female,No,3+,Graduate,No,60,Y,103080,40200,2210000,Nuwara Eliya,Government,Low Risk
LP0479,Housing Loan,Male,No,1,Graduate,No,120,N,172040,171800,4660000,Kandy,Private Sector,Average Risk
LP0480,Business/SME Loan,Female,No,3+,Not Graduate,Yes,60,Y,77180,34660,2500000,Galle,Informal/Self-Employed,Low Risk
LP0481,Housing Loan,Female,No,2,Graduate,Yes,120,N,192100,42500,4940000,Vavuniya,Informal/Self-Employed,Very High Risk
LP0482,Housing Loan,Female,No,0,Not Graduate,Yes,120,Y,202720,43420,4420000,Ratnapura,Private Sector,Low Risk
LP0483,Housing Loan,Male,No,1,Not Graduate,Yes,120,N,158820,165320,3730000,Colombo,Private Sector,Very High Risk
LP0484,Personal Loan,Female,Yes,0,Graduate,Yes,12,N,130940,69420,840000,Puttalam,Informal/Self-Employed,Very High Risk
LP0485,Business/SME Loan,Male,No,2,Not Graduate,Yes,60,Y,194540,180560,2650000,Colombo,Private Sector,Low Risk
LP0486,Personal Loan,Female,No,2,Not Graduate,Yes,48,Y,134060,112480,1140000,Colombo,Government,Average Risk
LP0487,Personal Loan,Male,No,2,Not Graduate,Yes,12,Y,223340,173820,570000,Matara,Informal/Self-Employed,Very Low Risk
LP0488,Housing Loan,Female,No,0,Not Graduate,No,120,N,272980,166580,3500000,Kalutara,Government,High Risk
LP0489,Housing Loan,Male,No,0,Graduate,No,120,Y,65960,41940,3920000,Gampaha,Private Sector,Average Risk
LP0490,Housing Loan,Male,No,0,Graduate,Yes,120,Y,230740,101360,4800000,Gampaha,Government,Average Risk
LP0491,Housing Loan,Female,No,0,Not Graduate,Yes,120,Y,222000,127940,4730000,Kegalle,Government,Low Risk
LP0492,Housing Loan,Male,No,2,Graduate,Yes,120,N,135820,55140,3810000,Ampara,Private Sector,Very High Risk
LP0493,Housing Loan,Male,No,2,Graduate,No,120,N,139900,78400,4870000,Matara,Private Sector,High Risk
LP0494,Personal Loan,Female,No,1,Graduate,No,48,N,228000,163720,1250000,Kandy,Private Sector,High Risk
LP0495,Housing Loan,Male,No,1,Graduate,Yes,60,N,252600,38000,2230000,Hambantota,Government,Low Risk
LP0496,Personal Loan,Male,Yes,0,Graduate,No,24,Y,155680,52200,960000,Colombo,Government,Very Low Risk
LP0497,Personal Loan,Male,Yes,3+,Not Graduate,No,12,Y,175700,138000,640000,Ampara,Private Sector,Low Risk
LP0498,Housing Loan,Female,No,3+,Graduate,Yes,120,Y,56000,28980,4100000,Kandy,Informal/Self-Employed,Very Low Risk
LP0499,Business/SME Loan,Male,No,2,Graduate,Yes,36,Y,167380,174760,1960000,Vavuniya,Private Sector,Average Risk
LP0500,Personal Loan,Female,Yes,2,Graduate,No,12,Y,218700,100340,750000,Vavuniya,Private Sector,Average Risk
